index,status,http_status,error,company_name,county,stage,industry,employee_count,annual_revenue,street_address,zip_code,timestamp
318,success,200,True,,SIXGEN (synthetic-318),Baltimore City,seed,HR Tech,6,100364,"34 diamond crest ct, baltimore, md 21209",21209,2026-08-10 21:54:49
317,success,200,True,,HealthLink360 (synthetic-317),Howard,established,Cybersecurity,125,63088,"855 north wolfe street, suite 651, baltimore, md 21205",21205,2026-08-10 21:54:49
320,success,200,True,,MuduPay (synthetic-320),Anne Arundel,early,IT Services and IT Consulting,6,247860,"71 old mill bottom rd n, annapolis, md 21409",21409,2026-08-10 21:54:49
319,success,200,True,,PathoVax (synthetic-319),Baltimore City,seed,Research Services,6,12496475,"main office, baltimore, maryland 21212, us - Li",21212,2026-08-10 21:56:19
321,success,200,True,,Elixirgen Scientific (synthetic-321),Baltimore City,early,Consumer Tech,11,77103,"2919 middlebridge court,crofton, md 21114, crofton, md 21114",21114,2026-08-10 21:56:19
322,success,200,True,,Corrie Health (synthetic-322),Anne Arundel,early,Creative Technology,30,1587862,"2919 middlebridge court,crofton, md 21114, crofton, md 21114",21114,2026-08-10 21:56:19
323,success,200,True,,CSSi LifeSciences (synthetic-323),Baltimore City,seed,Social/Platform Software,5,100455,"850 west baltimore street, baltimore, maryland 21201, us - Li",21201,2026-08-10 21:56:19
324,success,200,True,,Ambassadr (synthetic-324),Baltimore City,seed,Biotechnology Research,6,164667,"11350 mccormick rd, bldg iii, suite 102, hunt valley, maryland 21031, us - Li",21031,2026-08-10 21:56:19
326,success,200,True,,Coastal Private Lending (synthetic-326),Baltimore City,growth,Biotechnology Research,6,0,"414 water st. #1606 baltimore md 21202, baltimore, md 21202",21202,2026-08-10 21:57:49
325,success,200,True,,Somnair (synthetic-325),Baltimore City,early,IT Consulting and Outsourcing,6,61933,"8 market pl, baltimore, maryland 21202, us - Li",21202,2026-08-10 21:57:49
327,success,200,True,,KyurMD (synthetic-327),Baltimore City,established,Semiconductors,1150,58587,"785 elkridge landing rd, suite 300, linthicum heights, maryland 21090, us - Li",21090,2026-08-10 21:57:49
328,success,200,True,,Naturion (synthetic-328),Howard,early,Diagnostics,30,128389,"6810 deerpath road, suite 405, elkridge, md 21075",21075,2026-08-10 21:57:49
329,success,200,True,,Untethered Voyages (synthetic-329),Baltimore City,seed,Entertainment & Recreation,30,1624001,"801 west baltimore st,baltimore, md united states 21201 - direct",21201,2026-08-10 21:57:49
330,success,200,True,,Procare Ambulance (synthetic-330),Baltimore City,early,Aerospace and Defence,350,144857,"810 wyman park drive, baltimore, md 21211",21211,2026-08-10 21:59:19
332,success,200,True,,HR Geckos (synthetic-332),Baltimore City,growth,Multimedia and Design Software,210,0,"49 old solomons island road annapolis, md 21401, annapolis, md 21401",21401,2026-08-10 21:59:19
331,success,200,True,,iQuartic (synthetic-331),Baltimore City,growth,Quantum Computing,75,0,"towson, maryland, 21204 - Pb",21204,2026-08-10 21:59:19
333,success,200,True,,Light Rider (synthetic-333),Baltimore City,growth,Cannabis,30,0,"columbia, maryland, 21046 - Pb",21046,2026-08-10 21:59:19
334,success,200,True,,ReadyWorks (synthetic-334),Baltimore City,established,Personal Care,6,0,"850 west baltimore street, baltimore, maryland 21201, us - Li",21201,2026-08-10 21:59:19
335,success,200,True,,SalesWarp (synthetic-335),Baltimore City,early,Medical Devices,250,0,"baltimore, maryland, 21218 - Pb",21218,2026-08-10 22:00:49
336,success,200,True,,Youreka Labs (synthetic-336),Howard,established,AgTech,30,0,"5 north main street,bel air, md united states 21014 - webpage",21014,2026-08-10 22:00:49
337,success,200,True,,SecuLore Solutions (synthetic-337),Howard,growth,Software Development Applications,6,191370,"1850 frankfurst ave., baltimore, md 21226, us - Li",21226,2026-08-10 22:00:49
338,success,200,True,,SilcsBio (synthetic-338),Baltimore City,pre-seed,Creative Technology,2,10127874,"admiral cochrane dr, annapolis, maryland 21401, us - Li",21401,2026-08-10 22:00:49
340,success,200,True,,Pocket Plan (synthetic-340),Baltimore City,pre-seed,Autonomous Vehicles,6,164995,"1 south street 30th floor baltimore md 21202, baltimore, md 21202",21202,2026-08-10 22:00:49
339,success,200,True,,Trackwell Inc (synthetic-339),Howard,early,Aerospace and Defence,5,23142,"columbia, maryland, 21044 - Pb",21044,2026-08-10 22:02:19
342,success,200,True,,Early Works (synthetic-342),Anne Arundel,early,Other,125,423508,"101 n. haven street, suite 109, baltimore, maryland 21224, us - Li",21224,2026-08-10 22:02:19
341,success,200,True,,XONA Systems (synthetic-341),Baltimore City,pre-seed,Consumer Tech,6,38513,"baltimore, maryland, 21210 - Pb",21210,2026-08-10 22:02:19
343,success,200,True,,Alcamena Stem Cell Therapeutics (synthetic-343),Anne Arundel,growth,IT Consulting and Outsourcing,6,0,"1215 east fort avenue, baltimore, md 21230",21230,2026-08-10 22:02:19
344,success,200,True,,MAS Alliance (synthetic-344),Howard,pre-seed,MarComm,210,21505,"baltimore, md 21228, us - Li",21228,2026-08-10 22:02:19
346,success,200,True,,Scene Health (synthetic-346),Baltimore City,seed,Social/Platform Software,5,212788,"1014 west 36th street, baltimore, md 21211",21211,2026-08-10 22:03:49
345,success,200,True,,"Divaneering Lab, Inc (synthetic-345)",Baltimore County,pre-seed,Robotics,201500,152959,"8 market place, baltimore, md 21202",21202,2026-08-10 22:03:49
348,success,200,True,,Sunrock Distributed Generation (synthetic-348),Baltimore County,growth,MarComm,6,236274,"8170 maple lawn boulevard,fulton, md united states 20759 - direct",20759,2026-08-10 22:03:49
347,success,200,True,,Seedling (synthetic-347),Baltimore County,pre-seed,Network Management Software,30,70984,"1801 porter street,baltimore, md united states 21230 - direct",21230,2026-08-10 22:03:49
349,success,200,True,,MedRegen (synthetic-349),Howard,growth,Apparel,6,167532,"baltimore, maryland, 21218 - Pb",21218,2026-08-10 22:03:49
402,success,200,True,,LRI Energy Solutions (synthetic-402),Baltimore City,growth,Social/Platform Software,210,0,"101 west dickman street, baltimore, md 21230",21230,2026-08-10 22:09:50
368,success,200,True,,GUDEA (synthetic-368),Baltimore City,seed,Consumer Tech,175,7945975,"annapolis, md 21401, us - Li",21401,2026-08-10 22:09:50
362,success,200,True,,DemandBridge (synthetic-362),Anne Arundel,pre-seed,Hospitals and Health Care,30,0,"glen burnie, maryland, 21061 - Pb",21061,2026-08-10 22:09:50
360,success,200,True,,Intent (Human Capital Services) (synthetic-360),Anne Arundel,early,Real Estate Services (B2C),6,131840,"1910 towne centre boulevard, suite 250 annapolis, md 21401, annapolis, md 21401",21401,2026-08-10 22:09:50
373,success,200,True,,Soundtrack (synthetic-373),Howard,seed,GovTech,125,552512,"1200 south conkling street, baltimore, md 21224",21224,2026-08-10 22:09:50
355,success,200,True,,Contiem (synthetic-355),Baltimore City,early,Software Development,6,129729,"919 west 34th street, unit 4771, baltimore, md 21211",21211,2026-08-10 22:11:20
382,success,200,True,,Impruvon Health (synthetic-382),Baltimore City,pre-seed,Defense & Space,6,244194,"750 md route 3 south, suite 19 gambrills, md 21054, gambrills, md 21054",21054,2026-08-10 22:11:20
412,success,200,True,,Alcamena Stem Cell Therapeutics (synthetic-412),Baltimore City,early,Personal Care,5,1640439,"columbia, maryland, 21044 - Pb",21044,2026-08-10 22:11:20
398,success,200,True,,DOOR Ventures (synthetic-398),Baltimore City,seed,HR Tech,6,195278,"24 chasemount court, baltimore, md 21209",21209,2026-08-10 22:11:20
401,success,200,True,,Ronday Technologies (synthetic-401),Baltimore City,established,Education / EdTech,1150,34144,"1100 wicomico st suite 323, baltimore, md 21230, baltimore, md 21230",21230,2026-08-10 22:11:20
392,success,200,True,,Nataur (synthetic-392),Baltimore City,pre-seed,Medical Supplies,350,0,"6200 seaforth st, baltimore, maryland 21224, us - Li",21224,2026-08-10 22:12:50
420,success,200,True,,Early Works (synthetic-420),Baltimore City,pre-seed,Aerospace and Defence,6,131954,"1801 porter street,baltimore, md united states 21230 - direct",21230,2026-08-10 22:12:50
404,success,200,True,,CourseArc (synthetic-404),Baltimore City,early,Sporting Goods / Recreation,125,178286,"baltimore, maryland, 21210 - Pb",21210,2026-08-10 22:12:50
372,success,200,True,,MethodData (synthetic-372),Baltimore City,established,Gaming,30,0,"101 w dickman st, baltimore, maryland 21230, us - Li",21230,2026-08-10 22:12:50
366,success,200,True,,SchoolDuels (synthetic-366),Anne Arundel,growth,Retail,30,154313,"1, hanover, md 21076, us - Li",21076,2026-08-10 22:12:50
385,success,200,True,,Hungry Harvest (synthetic-385),Baltimore County,early,Consulting,6,403571,"1100 wicomico street, 6th floor,baltimore, md united states 21230 - direct",21230,2026-08-10 22:14:20
359,success,200,True,,Sparen Homes (synthetic-359),Baltimore City,early,Network Management Software,210,0,"323 w camden st, suite 600, baltimore, maryland 21201, us - Li",21201,2026-08-10 22:14:20
419,success,200,True,,Advancing Synergy (synthetic-419),Baltimore City,pre-seed,HR Tech,30,195896,"columbia, maryland, 21046 - Pb",21046,2026-08-10 22:14:20
411,success,200,True,,Century Engineering (synthetic-411),Baltimore City,pre-seed,Nanotechnology,6,18496775,"5311 st albans way baltimore md 21212, baltimore, md 21212",21212,2026-08-10 22:14:20
409,success,200,True,,Sotelix Endoscopy (synthetic-409),Baltimore County,early,Research Services,6,961999,"333 w ostend st, baltimore, maryland 21230, us - Li",21230,2026-08-10 22:14:20
405,success,200,True,,CapYear (synthetic-405),Baltimore City,seed,Biotechnology,6,0,"baltimore, md 21230, us - Li",21230,2026-08-10 22:15:50
394,success,200,True,,HASI (synthetic-394),Baltimore City,seed,Creative Technology,125,239720,"1 village square, suite 150,baltimore, md united states 21210 - direct",21210,2026-08-10 22:15:50
364,success,200,True,,Hiatus Cheesecake (synthetic-364),Baltimore City,seed,Multimedia and Design Software,30,861114,"101 west dickman street, baltimore, md 21230",21230,2026-08-10 22:15:50
384,success,200,True,,Further Insights (synthetic-384),Baltimore City,established,Therapeutics,2,1607419,"baltimore, maryland, 21230 - Pb",21230,2026-08-10 22:15:50
367,success,200,True,,Lifejoint Orthopedic Solutions (synthetic-367),Anne Arundel,early,Semiconductors,6,0,"2402 bluefield circle, joppatowne, md 21085",21085,2026-08-10 22:15:50
393,success,200,True,,Entinex (synthetic-393),Baltimore City,growth,Real Estate Services (B2C),5,26453,"10337 nightmist ct., columbia, md 21044",21044,2026-08-10 22:17:20
415,success,200,True,,Needworking (synthetic-415),Baltimore City,established,IT Consulting and Outsourcing,30,99996,"109 belfast road, timonium, md 21093",21093,2026-08-10 22:17:20
386,success,200,True,,Advancement Strategy Consulting (synthetic-386),Baltimore City,early,Diagnostic Equipment,125,135100,"baltimore, md, 21218 - Li",21218,2026-08-10 22:17:20
369,success,200,True,,TradeRiver USA (synthetic-369),Howard,growth,Web3,30,117468,"3 ruxton green ct, towson, md 21204",21204,2026-08-10 22:17:20
378,success,200,True,,Irazu Oncology (synthetic-378),Howard,established,Food & Beverage,75,204345,"101 w dickman st, suite 800, baltimore, maryland 21230, us - Li",21230,2026-08-10 22:17:20
371,success,200,True,,IndyGeneUS Bio (synthetic-371),Baltimore County,early,Apparel,9,0,"101 w dickman st, suite 800, baltimore, maryland 21230, us - Li",21230,2026-08-10 22:18:50
395,success,200,True,,NovaSom (synthetic-395),Baltimore City,established,Energy,30,1972639,"785 elkridge landing road, suite 300, linthicum heights, md 21090, us - Li",21090,2026-08-10 22:18:50
376,success,200,True,,NeoProgen (synthetic-376),Baltimore City,pre-seed,Food & Beverage,210,0,"2425 rye st, baltimore, md 21230",21230,2026-08-10 22:18:50
361,success,200,True,,Porter (synthetic-361),Baltimore City,established,Fintech,210,0,"629 lake dr, towson, maryland 21286, us - Li",21286,2026-08-10 22:18:50
407,success,200,True,,Nexgen Forensic Sciences (synthetic-407),Baltimore County,early,Diagnostic Equipment,30,117237,"admiral cochrane dr, annapolis, maryland 21401, us - Li",21401,2026-08-10 22:18:50
399,success,200,True,,STEM City Baltimore (synthetic-399),Baltimore City,pre-seed,AgTech,175,198922,"main office, baltimore, maryland 21212, us - Li",21212,2026-08-10 22:20:20
422,success,200,True,,Mason Dixie Biscuit Company (synthetic-422),Baltimore City,seed,Quantum Computing,125,0,"3700 odonnell st, suite 200, baltimore, maryland 21224, us - Li",21224,2026-08-10 22:20:20
406,success,200,True,,Vagrant Coffee (synthetic-406),Baltimore County,seed,Social/Platform Software,6,0,"1450 south rolling road, halethorpe, md 21227",21227,2026-08-10 22:20:20
418,success,200,True,,Astek Diagnostics Inc. (synthetic-418),Baltimore County,established,IT Services and IT Consulting,30,243325,"2720 sisson st, baltimore, maryland 21211, us - Li",21211,2026-08-10 22:20:20
383,success,200,True,,Skye Media Group (synthetic-383),Baltimore City,seed,Web3,5,0,"1047 trails end road, pasadena, md 21122",21122,2026-08-10 22:20:20
357,success,200,True,,R3 Score Technologies (synthetic-357),Baltimore City,seed,Medical Devices,6,952129,"baltimore, md 21230, us - Li",21230,2026-08-10 22:21:50
403,success,200,True,,Tryspace (synthetic-403),Carroll,early,AgTech,125,858198,"3128 argent path, ellicott city, md 21042",21042,2026-08-10 22:21:50
381,success,200,True,,Black Sands Entertainment (synthetic-381),Baltimore County,early,IT Consulting and Outsourcing,5,0,"30 e padonia rd, timonium, md 21093",21093,2026-08-10 22:21:50
363,success,200,True,,Plated Foodservice (synthetic-363),Baltimore City,growth,HR Tech,210,103654,"8320 sherwick ct., jessup, md 20794",20794,2026-08-10 22:21:50
387,success,200,True,,Early Charm Ventures (synthetic-387),Howard,established,AgTech,30,0,"owings mills, maryland, 21117 - Pb",21117,2026-08-10 22:21:50
379,success,200,True,,Pet Connect Business (synthetic-379),Baltimore City,early,Medical Device,0,1860830,"1700 w 41st st, baltimore, md 21211",21211,2026-08-10 22:23:20
414,success,200,True,,Medssenger (synthetic-414),Baltimore City,established,Energy,1150,125862,"2835 odonnell st, baltimore, maryland 21224, us - Li",21224,2026-08-10 22:23:20
421,success,200,True,,KnowSilo (synthetic-421),Baltimore City,established,Digital Health,6,94455,"1 park pl, annapolis, md 21401",21401,2026-08-10 22:23:20
397,success,200,True,,DevMinds (synthetic-397),Baltimore City,early,Travel & Tourism,4,195582,"954 ridgebrook rd, sparks glencoe, md 21152",21152,2026-08-10 22:23:20
417,success,200,True,,TeamWorx Security (synthetic-417),Baltimore City,established,Retail,30,0,"6021 university blvd, suite 450, ellicott city, maryland 21073, us - Li",21073,2026-08-10 22:23:20
390,success,200,True,,Irazu Oncology (synthetic-390),Baltimore City,growth,Software Development,2,0,"800 west baltimore street, baltimore, md 21201",21201,2026-08-10 22:24:50
370,success,200,True,,Meaning (synthetic-370),Baltimore City,established,Gaming,6,0,"2720 sisson st, baltimore, maryland 21211, us - Li",21211,2026-08-10 22:24:50
351,success,200,True,,Strydent Autonomous Technologies (synthetic-351),Baltimore City,early,Therapeutics,6,720969,"101 north haven street, suite 301, baltimore, maryland 21224, us - Li",21224,2026-08-10 22:24:50
377,success,200,True,,Volo (synthetic-377),Baltimore City,pre-seed,Environmental Services (B2B),0,1396796,"main office, baltimore, maryland 21212, us - Li",21212,2026-08-10 22:24:50
388,success,200,True,,InventoryQuant (synthetic-388),Howard,pre-seed,Other Commercial Services,30,166407,"5311 st albans way baltimore md 21212, baltimore, md 21212",21212,2026-08-10 22:24:50
353,success,200,True,,Optosurgical (synthetic-353),Howard,established,Creative Technology,6,0,"11408 cronridge dr, suite c, owings mills, maryland 21117, us - Li",21117,2026-08-10 22:26:20
410,success,200,True,,Tanzen Medical (synthetic-410),Baltimore City,seed,Education / EdTech,210,0,"954 ridgebrook rd, sparks glencoe, md 21152",21152,2026-08-10 22:26:20
400,success,200,True,,Keffa Coffee (synthetic-400),Baltimore City,seed,Biotechnology,125,199936,"502 scrimshaw way, severna park, maryland 21146, us - Li",21146,2026-08-10 22:26:20
408,success,200,True,,Snag-A-Slip (synthetic-408),Baltimore City,pre-seed,Web3,2,0,"baltimore, maryland, 21205 - Pb",21205,2026-08-10 22:26:20
391,success,200,True,,Shwcase (synthetic-391),Anne Arundel,early,IT Consulting and Outsourcing,6,53349,"3570 poole street, baltimore, md 21211",21211,2026-08-10 22:26:20
354,success,200,True,,Mind Over Machines (synthetic-354),Howard,seed,IT Consulting and Outsourcing,175,104082,"6241 falls road, baltimore, md 21209",21209,2026-08-10 22:27:50
352,success,200,True,,Delfi Diagnostics (synthetic-352),Baltimore City,early,Other Commercial Services,30,126119,"11350 mccormick road,hunt valley, md united states 21031 - direct",21031,2026-08-10 22:27:50
374,success,200,True,,FLOHOM (synthetic-374),Howard,growth,Environmental Services (B2B),6,302146,"baltimore, md 21230, us - Li",21230,2026-08-10 22:27:50
358,success,200,True,,Skye Media Group (synthetic-358),Baltimore City,growth,Energy,30,94903,"208 s pulaski st, baltimore, maryland 21223, us - Li",21223,2026-08-10 22:27:50
380,success,200,True,,Nanost (synthetic-380),Howard,pre-seed,Construction / Engineering,30,1282373,"101 north haven street, suite 301, baltimore, maryland 21224, us - Li",21224,2026-08-10 22:27:50
413,success,200,True,,TruWatts (synthetic-413),Baltimore City,seed,Digital Health,210,0,"1501 st. paul st., baltimore, md 21202, us - Li",21202,2026-08-10 22:29:20
416,success,200,True,,Plainr (synthetic-416),Baltimore City,seed,Creative Technology,30,159149,"baltimore, maryland, 21205 - Pb",21205,2026-08-10 22:29:20
423,success,200,True,,Dragos (synthetic-423),Baltimore City,early,Digital Health,30,0,"1300 thames st., baltimore, md 21231",21231,2026-08-10 22:29:20
396,success,200,True,,Prompt Diagnostics (synthetic-396),Baltimore City,established,Software Development,75,52162,"2401 west belvedere avenue, baltimore, md 21201",21201,2026-08-10 22:29:20
375,success,200,True,,Tharros (synthetic-375),Baltimore City,seed,Social/Platform Software,30,0,"1215 e fort ave suite 200 baltimore md 21230, baltimore, md 21230",21230,2026-08-10 22:29:20
356,success,200,True,,SilcsBio (synthetic-356),Baltimore County,growth,Medical Device,6,149693,"10710 gilroy rd, hunt valley, md 21031",21031,2026-08-10 22:30:50
350,success,200,True,,Tradeswell (Incremental) (synthetic-350),Baltimore City,pre-seed,Construction / Engineering,6,146813,"502 scrimshaw way, severna park, maryland 21146, us - Li",21146,2026-08-10 22:30:50
365,success,200,True,,Purview (synthetic-365),Howard,pre-seed,Hospitals and Health Care,30,17215290,"bwtech@umbc 1450 s rolling rd, baltimore, maryland 21227, us - Li",21227,2026-08-10 22:30:50
389,success,200,True,,Exorenal (synthetic-389),Anne Arundel,established,Sporting Goods / Recreation,30,19786567,"9130 red branch rd, columbia, md 21045",21045,2026-08-10 22:30:50
425,success,200,True,,BrightWave (synthetic-425),Howard,seed,Aerospace and Defense,5,0,"502 south sharp street, suite 2200, baltimore, md 21201",21201,2026-08-10 22:30:50
424,success,200,True,,RGB Professional Services (synthetic-424),Anne Arundel,seed,Other,5,793399,"2800 quarry lake dr, baltimore, maryland 21209, us - Li",21209,2026-08-10 22:32:20
427,success,200,True,,YoTengoBot (synthetic-427),Baltimore City,seed,Sporting Goods / Recreation,6,76460,"1215 e fort ave, suite 200, baltimore, maryland 21230, us - Li",21230,2026-08-10 22:32:20
426,success,200,True,,Nexgen Forensic Sciences (synthetic-426),Baltimore City,established,Climate Tech,0,708046,"12 west madison street, baltimore, md 21201",21201,2026-08-10 22:32:20
428,success,200,True,,"Joget, Inc. (synthetic-428)",Baltimore City,pre-seed,HR Tech,210,67877,"1014 w 36th st, baltimore, md 21211",21211,2026-08-10 22:32:20
429,success,200,True,,Further Insights (synthetic-429),Baltimore City,growth,Multimedia and Design Software,5,149997,"4820 seton drive, suite l, baltimore, maryland 21215, us - Li",21215,2026-08-10 22:32:20
430,success,200,True,,Somnair (synthetic-430),Howard,early,Consumer Tech,30,46897,"323 w camden st, suite 600, baltimore, maryland 21201, us - Li",21201,2026-08-10 22:33:50
431,success,200,True,,SharpRank (synthetic-431),Baltimore City,established,Diagnostics,30,13793603,"855 north wolfe street, suite 651, baltimore, md 21205",21205,2026-08-10 22:33:50
432,success,200,True,,Mera Kitchen Collective (synthetic-432),Baltimore City,growth,Quantum Computing,125,1117097,"9130 red branch rd, columbia, md 21045",21045,2026-08-10 22:33:50
433,success,200,True,,CurveAssure (synthetic-433),Baltimore City,growth,AgTech,30,1263395,"700 east pratt street, suite 1200, baltimore, md 21202",21202,2026-08-10 22:33:50
434,success,200,True,,Porter (synthetic-434),Anne Arundel,growth,Therapeutics,350,0,"annapolis, maryland, 21401 - Pb",21401,2026-08-10 22:33:50
435,success,200,True,,N2K (synthetic-435),Baltimore County,growth,Medical Devices,6,1663698,"main office, baltimore, maryland 21212, us - Li",21212,2026-08-10 22:35:20
437,success,200,True,,Sotelix Endoscopy (synthetic-437),Baltimore City,seed,AgTech,30,1574909,"1047 trails end road, pasadena, md 21122",21122,2026-08-10 22:35:20
436,success,200,True,,Black Sands Entertainment (synthetic-436),Howard,seed,Cannabis,125,0,"1812 ashland avenue suite 110, baltimore, md 21205, us - Li",21205,2026-08-10 22:35:20
438,success,200,True,,Jovian Concepts (synthetic-438),Howard,growth,Entertainment & Recreation,30,247490,"glen burnie, maryland, 21061 - Pb",21061,2026-08-10 22:35:20
439,success,200,True,,"Foreman (OBM, Inc.) (synthetic-439)",Baltimore City,pre-seed,Medical Device,30,0,"800 w baltimore st, suite 151, baltimore, maryland 21201, us - Li",21201,2026-08-10 22:35:20
440,success,200,True,,Fetal Therapy Technologies (synthetic-440),Baltimore City,pre-seed,Digital Health,210,473085,"6411 beckley st., holabird business park, baltimore, md 21224, us - Li",21224,2026-08-10 22:36:50
441,success,200,True,,Geb-Ra Organics (synthetic-441),Baltimore City,seed,Enterprise Technology,5,0,"columbia, maryland 21044, us - Li",21044,2026-08-10 22:36:50
443,success,200,True,,MuduPay (synthetic-443),Baltimore City,established,Other Healthcare Technology Systems,30,29024,"7 south high street, baltimore, md 21202",21202,2026-08-10 22:36:50
442,success,200,True,,ReBokeh (synthetic-442),Baltimore County,pre-seed,Food & Beverage,6,0,"3001 rosekemp ave, baltimore, md 21214",21214,2026-08-10 22:36:50
444,success,200,True,,Rapafusyn Pharmaceuticals (synthetic-444),Howard,early,Consumer Tech,30,40535,"owings mills, maryland, 21117 - Pb",21117,2026-08-10 22:36:50
445,success,200,True,,NasaClip (synthetic-445),Howard,growth,Therapeutics,6,12737,"101 w dickman st, suite 703, baltimore, maryland 21230, us - Li",21230,2026-08-10 22:38:20
446,success,200,True,,POWER UP (synthetic-446),Baltimore County,established,Software Development Applications,14,2493974,"954 ridgebrook rd, sparks glencoe, md 21152",21152,2026-08-10 22:38:20
447,success,200,True,,Azadi Health (synthetic-447),Baltimore City,pre-seed,Consulting,125,174407,"9520 berger rd, columbia, maryland 21046, us - Li",21046,2026-08-10 22:38:20
448,success,200,True,,SalesWarp (synthetic-448),Baltimore City,growth,Personal Care,6,95442,"4120 minstrel way ste 210 columbia md 21045, columbia, md 21045",21045,2026-08-10 22:38:20
450,success,200,True,,InRoad Toys (synthetic-450),Howard,seed,Fintech,350,72726,"875 hollins st., baltimore, md 21202",21202,2026-08-10 22:38:20
449,success,200,True,,Modelus (synthetic-449),Baltimore City,established,Healthcare Services,210,1731677,"4 n martin luther king blvd, baltimore, md 21201",21201,2026-08-10 22:39:50
452,success,200,True,,Voyagier (synthetic-452),Howard,seed,Strategic Management Services,125,1839936,"250 w dickman st, second floor , baltimore, maryland 21230, us - Li",21230,2026-08-10 22:39:50
451,success,200,True,,Rapafusyn Pharmaceuticals (synthetic-451),Baltimore City,growth,Retail,75,0,"855 north wolfe street, suite 651, baltimore, md 21205",21205,2026-08-10 22:39:50
453,success,200,True,,Pantheon Vision (synthetic-453),Baltimore City,established,Healthcare IT,30,836199,"baltimore, md, 21218 - Li",21218,2026-08-10 22:39:50
454,success,200,True,,OrbiSharp Robotics (synthetic-454),Howard,established,Sporting Goods / Recreation,5,195212,"4 n martin luther king blvd 4mlk 3rd fl, ste l-17, baltimore, md 21201",21201,2026-08-10 22:39:50
455,success,200,True,,Modelus (synthetic-455),Baltimore County,pre-seed,Environmental Services (B2B),175,3180349,"6200 seaforth st, baltimore, maryland 21224, us - Li",21224,2026-08-10 22:41:20
456,success,200,True,,Root3 Labs (synthetic-456),Baltimore County,early,Construction / Engineering,6,220967,"owings mills, maryland, 21117 - Pb",21117,2026-08-10 22:41:20
457,success,200,True,,Vectech (synthetic-457),Baltimore City,early,GovTech,30,1475336,"700 east pratt street, suite 1200, baltimore, md 21202",21202,2026-08-10 22:41:20
458,success,200,True,,Complete Omics (synthetic-458),Howard,established,Digital Health,45,1517470,"5520 research park dr, # 100, baltimore, maryland 21228, us - Li",21228,2026-08-10 22:41:20
460,success,200,True,,Zest Tea (synthetic-460),Baltimore City,early,Medical Devices,30,0,"1402 william st baltimore md 21230, baltimore, md 21230",21230,2026-08-10 22:41:20
459,success,200,True,,Untethered Voyages (synthetic-459),Baltimore City,pre-seed,Venture Studio,6,146274,"3200 james st, baltimore, maryland 21230, us - Li",21230,2026-08-10 22:42:50
461,success,200,True,,Offbeast (YC W22) (synthetic-461),Baltimore City,seed,Nanotechnology,5,0,"222 severn ave, annapolis, md 21403, us - Li",21403,2026-08-10 22:42:50
462,success,200,True,,Elixirgen Therapeutics (synthetic-462),Baltimore City,early,Web3,30,0,"8110 maple lawn blvd., suite 200, fulton, maryland 20759, us - Li",20759,2026-08-10 22:42:50
463,success,200,True,,EliteGamingLIVE (synthetic-463),Baltimore City,early,IT Services and IT Consulting,0,7371427,"411 n howard st, baltimore, md 21218",21218,2026-08-10 22:42:50
464,success,200,True,,pixee.ai (synthetic-464),Baltimore City,early,Environmental Services (B2B),6,15868,"954 ridgebrook rd, sparks glencoe, md 21152",21152,2026-08-10 22:42:50
466,success,200,True,,Irazu Oncology (synthetic-466),Baltimore County,early,Medical Devices,125,167414,"3201 n. charles st., baltimore, md 21218",21218,2026-08-10 22:44:20
465,success,200,True,,Portal BioScience (synthetic-465),Baltimore City,growth,Strategic Management Services,175,555008,"6751 columbia gateway suite 300 columbia, md 21046 us, columbia, md 21046",21046,2026-08-10 22:44:20
468,success,200,True,,xMD Diagnostics (synthetic-468),Anne Arundel,early,Cybersecurity,2,9797310,"1812 ashland avenue, suite 110, baltimore, md 21205",21205,2026-08-10 22:44:20
467,success,200,True,,Skye Media Group (synthetic-467),Baltimore City,established,Financial Services,30,102146,"2922 excelsior springs court,ellicott city, md united states 21042 - direct",21042,2026-08-10 22:44:20
469,success,200,True,,DOOR Ventures (synthetic-469),Anne Arundel,established,Creative Technology,30,19371508,"2288 blue water blvd, suite #329, odenton, md 21113, us - Li",21113,2026-08-10 22:44:20
470,success,200,True,,Gliknik (synthetic-470),Baltimore City,established,Telecommunications,34,146061,"columbia, maryland, 21046 - Pb",21046,2026-08-10 22:45:50
472,success,200,True,,CraniUS (synthetic-472),Anne Arundel,growth,Retail,6,182425,"2922 excelsior springs court,ellicott city, md united states 21042 - direct",21042,2026-08-10 22:45:50
471,success,200,True,,Alliance Material Handling (synthetic-471),Baltimore City,established,Real Estate,5,71044,"250 south president street, suite 2000, baltimore, md 21202",21202,2026-08-10 22:45:50
473,success,200,True,,VoiceVibes (synthetic-473),Baltimore County,early,Biotechnology Research,6,226002,"1910 towne centre boulevard,annapolis, md united states 21401 - direct",21401,2026-08-10 22:45:50
474,success,200,True,,FutureMakers (synthetic-474),Baltimore City,growth,Telecommunications,6,0,"903 pemberton road, baltimore, md 21212",21212,2026-08-10 22:45:50
475,success,200,True,,CapYear (synthetic-475),Howard,established,HR Tech,4,246788,"9250 rumsey road, columbia, md 21045",21045,2026-08-10 22:47:21
476,success,200,True,,RGB Professional Services (synthetic-476),Baltimore City,pre-seed,Venture Studio,6,1277486,"115 west st, ste 301, annapolis, maryland 21401, us - Li",21401,2026-08-10 22:47:21
